,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len
1047,34950,5,Lexus,Automatic,14944,Blue,Black,26,V6,Front-Wheel Drive,Gasoline,11,3921
1048,29888,5,Ford,Automatic,9176,White,Black,25,I4,-1,Gasoline,8,4113
1049,18995,6,Toyota,Automatic,43936,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,3,1522
1050,23600,6,Toyota,Automatic,25140,White,-1,32,I4,Front-Wheel Drive,Gasoline,5,2856
1051,56500,4,Chevrolet,Automatic,12996,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,14,7725
1052,29999,3,Hyundai,Automatic,2658,Black,Black,23,I4,All-Wheel Drive,Gasoline,7,2271
1053,18984,5,Buick,Automatic,5667,Red,Black,25,I4,Front-Wheel Drive,Gasoline,7,2349
1054,30495,4,Ford,Automatic,9003,-1,Black,21,I4,Four-Wheel Drive,Gasoline,24,2837
1055,17991,10,Toyota,Automatic,85280,-1,-1,25,V6,Front-Wheel Drive,Gasoline,3,1865
1056,22533,4,Mazda,Automatic,32294,Silver,Black,26,I4,All-Wheel Drive,Gasoline,15,2063
1057,22000,4,Kia,Automatic,27415,White,Black,22,V6,Front-Wheel Drive,Gasoline,6,2230
1058,52000,4,Jaguar,Automatic,8038,Black,-1,76,-1,All-Wheel Drive,Electric,7,2623
1059,8250,9,Nissan,Automatic,36998,Red,Gray,114,-1,Front-Wheel Drive,Electric,5,4044
1060,31697,5,Honda,Automatic,16202,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,12,3459
1061,17450,4,Toyota,-1,42682,Silver,Black,36,I4,Front-Wheel Drive,Gasoline,5,2434
1062,9999,12,Honda,Automatic,84567,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,1,1803
1063,25650,5,Honda,Automatic,19087,Black,Black,26,I4,Front-Wheel Drive,Gasoline,8,2703
1064,76998,4,GMC,Automatic,11205,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,9,5070
1065,21211,6,Mazda,Automatic,21727,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,6,3177
1066,17674,6,Dodge,Automatic,34517,Gray,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,5,2915
1067,15950,9,BMW,Automatic,46655,White,Black,28,I4,Rear-Wheel Drive,Gasoline,9,3634
1068,13998,8,Volkswagen,Automatic,34123,Blue,Black,23,I4,Front-Wheel Drive,Gasoline,3,1534
1069,18000,6,Volkswagen,Automatic,42985,White,Black,24,I4,Front-Wheel Drive,Gasoline,4,1616
1070,19955,11,Volkswagen,Manual,57323,White,Black,22,I4,All-Wheel Drive,Gasoline,6,4044
1071,18980,5,Dodge,Automatic,43236,Red,Red,19,V6,All-Wheel Drive,Gasoline,8,2650
1072,37664,3,BMW,Automatic,1001,White,Black,25,-1,-1,-1,10,3090
1073,41900,8,Mercedes-Benz,Automatic,34510,Black,-1,14,V8,All-Wheel Drive,Gasoline,3,1012
1074,13895,10,MINI,Automatic,25855,Black,Black,31,I4,Front-Wheel Drive,Gasoline,8,1685
1075,21237,5,Chrysler,Automatic,27782,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2802
1076,25666,6,Mercedes-Benz,Automatic,36491,Black,Black,27,I4,All-Wheel Drive,Gasoline,5,2520
1077,30998,6,Nissan,Automatic,48456,White,-1,16,V8,Front-Wheel Drive,Gasoline,8,1795
1078,33998,6,Lexus,Automatic,31999,Silver,Gray,25,V6,-1,Gasoline,8,1749
1079,26000,7,Lexus,Automatic,8379,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,18,6412
1080,14490,7,Ford,Automatic,30863,-1,Black,25,I4,Front-Wheel Drive,Gasoline,3,2386
1081,46995,3,Cadillac,Automatic,2146,-1,Black,22,V6,Front-Wheel Drive,Gasoline,14,3184
1082,13550,10,Honda,-1,54070,White,-1,31,I4,Front-Wheel Drive,Gasoline,3,2062
1083,12980,7,Chevrolet,Automatic,84367,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,4,2482
1084,41398,6,Mercedes-Benz,Automatic,13080,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,1942
1085,48888,7,Land,Automatic,20458,Black,-1,24,V6,All-Wheel Drive,Diesel,8,2274
1086,29488,3,Toyota,-1,2181,Gray,Black,54,I4,Front-Wheel Drive,Gasoline,9,2622
1087,28251,6,Lexus,Automatic,33282,-1,Red,24,I4,Front-Wheel Drive,Gasoline,3,2887
1088,13995,14,Lexus,Automatic,87460,-1,Black,24,V6,Rear-Wheel Drive,Gasoline,20,4453
1089,12999,5,Chevrolet,Automatic,28852,Silver,-1,25,I4,Front-Wheel Drive,Gasoline,4,1373
1090,18705,4,Toyota,Automatic,30952,Red,Black,52,I4,Front-Wheel Drive,Hybrid,7,2113
1091,17988,7,Acura,Automatic,18727,Silver,Black,25,I4,-1,Gasoline,3,9756
1092,22988,6,Acura,Automatic,42177,White,-1,25,I4,Front-Wheel Drive,Gasoline,12,13009
1093,28988,6,Acura,Automatic,21182,Silver,Black,25,V6,All-Wheel Drive,Gasoline,7,11528
1094,30998,6,Subaru,Manual,46100,White,Black,19,H4,All-Wheel Drive,Gasoline,3,1463
1095,11950,8,Jeep,Automatic,70454,Gray,Black,23,I4,Front-Wheel Drive,Gasoline,3,2076
1096,19995,10,Subaru,Automatic,91948,Silver,Black,25,H4,All-Wheel Drive,Gasoline,4,2332
1097,22995,9,Nissan,Automatic,75589,Silver,Black,14,V8,Four-Wheel Drive,Gasoline,4,2032
1098,40995,5,Toyota,Automatic,41849,White,Gray,14,V8,Four-Wheel Drive,Gasoline,9,1903
1099,11480,10,Honda,Automatic,67060,-1,-1,34,I4,Front-Wheel Drive,Gasoline,2,265
1100,11980,7,Kia,Automatic,21400,Black,-1,27,I4,Front-Wheel Drive,Gasoline,2,269
1101,14980,8,Acura,Automatic,96100,Black,-1,26,V6,Front-Wheel Drive,Gasoline,9,321
1102,15380,5,Ford,-1,41571,Red,-1,42,I4,Front-Wheel Drive,Hybrid,7,275
1103,15480,8,Toyota,-1,77575,-1,-1,42,I4,Front-Wheel Drive,Hybrid,3,258
1104,35480,5,Audi,Automatic,18550,Black,-1,24,I4,All-Wheel Drive,Gasoline,12,673
1105,8499,10,Volkswagen,Automatic,69200,Black,Black,26,I5,Front-Wheel Drive,Gasoline,3,1677
1106,9299,17,Mercedes-Benz,Automatic,112480,Silver,Black,14,V8,All-Wheel Drive,Gasoline,12,1747
1107,14999,13,Nissan,Manual,103450,White,Black,21,V6,Rear-Wheel Drive,Gasoline,4,1631
1108,16999,12,Chevrolet,Automatic,134000,Silver,-1,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,25,1380
1109,19999,11,RAM,Automatic,101345,Black,Gray,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,8,1633
1110,29999,16,Maserati,Automatic,29200,Silver,Black,15,V8,Rear-Wheel Drive,Gasoline,7,1726
1111,16795,9,Volkswagen,Automatic,46035,-1,-1,28,I4,Front-Wheel Drive,Gasoline,3,1359
1112,19995,7,GMC,Automatic,72107,Black,Black,19,V6,All-Wheel Drive,Gasoline,11,3491
